report_id,date,site,department,report_type,narrative,sif_label,lsr_ground_truth
RPT-2023-0082,2023-05-17,Sibsagar Wellhead,Mechanical Maintenance,Incident,"Worker entered a confined drain sump to retrieve a tool. No permit was obtained, no standby man assigned, and no gas test was carried out. Worker lost consciousness due to oxygen deficiency inside. Supervision was absent at the time.",1,Confined Space
RPT-2024-0248,2024-10-22,Jorhat Well Pad,Electrical Maintenance,Unsafe Condition,Low tyre pressure observed on field vehicle FV-047. Tyre inflated to specification.,0,None
RPT-2023-0004,2023-08-14,Sibsagar Wellhead,HSSE Department,Incident,Fire and gas detector was found to have been inhibited for 72 hours without a formal bypass permit. A gas leak occurred during the inhibited period and was not detected for over 2 hours. Supervision was absent at the time.,1,Bypassing Safety Controls
RPT-2024-0291,2024-10-08,Numaligarh Refinery,Refinery Operations,Unsafe Act,Safety briefing board in drilling contractor camp had wrong emergency contact numbers. Corrected.,0,None
RPT-2023-0400,2023-04-04,Sibsagar Wellhead,Drilling Operations,Unsafe Condition,Grease found on floor near lathe in maintenance workshop. Cleaned and root cause: lubrication over-applied.,0,None
RPT-2024-0308,2024-03-30,Jorhat Well Pad,Refinery Operations,Unsafe Condition,Temporary cable crossing ground-level in pedestrian area without ramp. Cable ramp fitted.,0,None
RPT-2023-0492,2023-08-16,Barauni Pipeline,Civil Engineering,Unsafe Act,Safety briefing board in drilling contractor camp had wrong emergency contact numbers. Corrected.,0,None
RPT-2024-0029,2024-06-13,Sibsagar Wellhead,Pipeline Maintenance,Unsafe Act,Lifting operation was performed without a valid lifting plan or pre-lift inspection of rigging gear. The shackle pin was found to be unscrewed partway through the lift. Load dropped 2 metres. Supervision was absent at the time.,1,Safe Mechanical Lifting
RPT-2024-0347,2024-04-06,Dibrugarh Drilling,Pipeline Maintenance,Unsafe Act,Fire exit sign lamp found to be non-functional in Block C. Maintenance work order raised.,0,None
RPT-2023-0305,2023-02-01,Numaligarh Refinery,Civil Engineering,Unsafe Act,Slippery patch of water found near canteen entrance. Wet floor sign placed and area mopped.,0,None
RPT-2025-0062,2025-01-24,Guwahati Terminal,Electrical Maintenance,Incident,Electrical technician was working on a 415V motor control panel without lockout tagout. Panel door was left open with live busbars exposed. A nearby worker accidentally touched an energised conductor and received a severe electric shock. No isolation certificate was in place. The area was poorly lit.,1,Energy Isolation
RPT-2023-0240,2023-03-20,Jorhat Well Pad,Wellhead Services,Near Miss,Contractor vehicle observed speeding at 55 km/h in 40 km/h zone. Driver spoken to.,0,None
RPT-2023-0076,2023-03-28,Dibrugarh Drilling,Mechanical Maintenance,Unsafe Act,Welding on a wellhead Christmas tree was started before completing the mandatory gas test. Flammable vapours were present from a leaking valve. An explosion occurred injuring two workers. The job was being rushed to meet a deadline.,1,Hot Work
RPT-2023-0464,2023-03-29,Dibrugarh Drilling,Wellhead Services,Unsafe Condition,Waste segregation not followed — non-hazardous waste disposed in hazardous bin.,0,None
RPT-2023-0437,2023-08-24,Digboi Pumping Station,Wellhead Services,Unsafe Condition,"Worker tripped on threshold at workshop entrance. Minor bruising, no lost time. Area marked.",0,None
RPT-2023-0131,2023-03-18,Numaligarh Refinery,Drilling Operations,Unsafe Condition,"Oxy-acetylene cutting was carried out in a compressor shed. The fire extinguisher nearby was found empty. No hot work permit, no gas test, and no fire watch. Shed had poor ventilation. Worker was new to the site.",1,Hot Work
RPT-2024-0391,2024-12-10,Barauni Pipeline,Drilling Operations,Unsafe Condition,Safety briefing board in drilling contractor camp had wrong emergency contact numbers. Corrected.,0,None
RPT-2023-0352,2023-05-24,Guwahati Terminal,Mechanical Maintenance,Unsafe Act,"Worker reported minor cut on index finger from sharp file edge. First aid provided, no LTI.",0,None
RPT-2024-0078,2024-05-01,Jorhat Well Pad,Civil Engineering,Unsafe Condition,"During scheduled maintenance on a pump, operator started the motor remotely while another worker had hands inside the rotating assembly. No lockout was applied. Worker's fingers were caught in the impeller. The area was poorly lit.",1,Energy Isolation
RPT-2023-0007,2023-09-28,Duliajan Field,Civil Engineering,Near Miss,Workers stood beneath a suspended pump casing while the crane operator attempted to manoeuvre it into place. No exclusion zone was established. The load swung and struck a worker on the hip. Worker was new to the site.,1,Safe Mechanical Lifting
RPT-2025-0339,2025-04-13,Guwahati Terminal,Mechanical Maintenance,Unsafe Act,Safety notice board in accommodation camp found to have outdated evacuation map. Updated.,0,None
RPT-2023-0156,2023-12-07,Digboi Pumping Station,Civil Engineering,Incident,Driver reversed a loaded tanker truck without a banksman in a congested yard. Reversing camera was defective. The truck reversed into a worker standing behind the vehicle. Shift handover had just occurred.,1,Driving
RPT-2025-0177,2025-02-12,Numaligarh Refinery,Pipeline Maintenance,Incident,Worker climbed to the top of a 12-metre storage tank to inspect vent valves without wearing a safety harness. There were no guardrails on the tank roof. Wind speed was 35 km/h. Worker lost footing and was saved by another worker grabbing his arm. The job was being rushed to meet a deadline.,1,Working at Height
RPT-2025-0154,2025-03-17,Dibrugarh Drilling,Drilling Operations,Unsafe Condition,Workers broke into a pressurised line without waiting for permit approval. The supervisor had verbally approved the work but no written permit was raised. An injury resulted from a sudden release of pressure. Shift handover had just occurred.,1,Work Authorisation
RPT-2023-0311,2023-05-01,Dibrugarh Drilling,HSSE Department,Unsafe Condition,Portable ladder found stored horizontally on the ground instead of secured vertical rack.,0,None
RPT-2023-0163,2023-11-21,Sibsagar Wellhead,Drilling Operations,Near Miss,Fire and gas detector was found to have been inhibited for 72 hours without a formal bypass permit. A gas leak occurred during the inhibited period and was not detected for over 2 hours. Supervision was absent at the time.,1,Bypassing Safety Controls
RPT-2023-0246,2023-02-27,Guwahati Terminal,Pipeline Maintenance,Unsafe Act,Handrail section loose on staircase to mezzanine floor. Work order raised for repair.,0,None
RPT-2024-0436,2024-08-21,Digboi Pumping Station,HSSE Department,Unsafe Act,"Worker tripped on threshold at workshop entrance. Minor bruising, no lost time. Area marked.",0,None
RPT-2023-0293,2023-02-12,Guwahati Terminal,HSSE Department,Unsafe Condition,Portable extinguisher inspection tag overdue by 3 days. Inspected and tagged.,0,None
RPT-2024-0244,2024-04-04,Guwahati Terminal,Mechanical Maintenance,Unsafe Act,Slippery patch of water found near canteen entrance. Wet floor sign placed and area mopped.,0,None
RPT-2023-0483,2023-07-24,Numaligarh Refinery,Drilling Operations,Incident,Safety briefing board in drilling contractor camp had wrong emergency contact numbers. Corrected.,0,None
RPT-2023-0243,2023-07-01,Sibsagar Wellhead,Civil Engineering,Near Miss,Stacked materials in laydown area exceeded maximum stacking height. Re-stacked to safe height.,0,None
RPT-2023-0182,2023-05-25,Barauni Pipeline,Electrical Maintenance,Incident,Truck driver was using a mobile phone while driving a heavy goods vehicle on a narrow field road. Vehicle crossed the centreline and collided head-on with an oncoming field truck.,1,Driving
RPT-2024-0205,2024-05-17,Sibsagar Wellhead,Pipeline Maintenance,Near Miss,Near miss: toolbox slipped from bench and fell on floor — no one injured.,0,None
RPT-2024-0151,2024-12-23,Dibrugarh Drilling,Electrical Maintenance,Incident,Technician climbed a 6-metre ladder to access a flare tip without a buddy or fall arrest system. Ladder was not secured at the top. Worker fell 3 metres when the ladder slipped. Worker was new to the site.,1,Working at Height
RPT-2024-0032,2024-11-16,Sibsagar Wellhead,Wellhead Services,Near Miss,A crane wire sling failed while lifting a wellhead valve. The load fell 3 metres and struck a worker who was standing within the exclusion zone. The sling was past its rated inspection date. Shift handover had just occurred.,1,Line of Fire
RPT-2024-0393,2024-12-07,Jorhat Well Pad,HSSE Department,Unsafe Act,Generator fuel cap found missing — temporary cap applied and procurement raised.,0,None
RPT-2025-0026,2025-01-19,Sibsagar Wellhead,Pipeline Maintenance,Incident,Two workers descended into a wet sump to clear a blockage. No confined space permit was obtained. Oxygen levels inside measured at 14% — dangerously below the 19.5% minimum. One worker began feeling dizzy and had to be pulled out.,1,Confined Space
RPT-2023-0281,2023-09-01,Dibrugarh Drilling,Pipeline Maintenance,Unsafe Act,Calibration sticker found expired on pressure gauge PG-214. Instrument sent for calibration.,0,None
RPT-2024-0056,2024-10-14,Dibrugarh Drilling,Refinery Operations,Near Miss,Rigging crew used a damaged wire sling with a visible kink and broken strands to lift a generator set. The sling failed mid-lift dropping the load onto the crane outrigger. Banksman was not in position. The area was poorly lit.,1,Safe Mechanical Lifting
RPT-2025-0353,2025-01-27,Dibrugarh Drilling,Mechanical Maintenance,Unsafe Condition,Grease found on floor near lathe in maintenance workshop. Cleaned and root cause: lubrication over-applied.,0,None
RPT-2024-0270,2024-06-24,Digboi Pumping Station,Refinery Operations,Near Miss,Warning sign at acid storage area faded and illegible. New sign printed and installed.,0,None
RPT-2023-0158,2023-11-22,Sibsagar Wellhead,Electrical Maintenance,Unsafe Condition,Workers broke into a pressurised line without waiting for permit approval. The supervisor had verbally approved the work but no written permit was raised. An injury resulted from a sudden release of pressure.,1,Work Authorisation
RPT-2024-0330,2024-03-02,Duliajan Field,Civil Engineering,Near Miss,Portable extinguisher inspection tag overdue by 3 days. Inspected and tagged.,0,None
RPT-2023-0450,2023-11-04,Jorhat Well Pad,Drilling Operations,Unsafe Act,Drip tray under sampling point full — oil beginning to overflow. Emptied and disposal arranged.,0,None
RPT-2023-0238,2023-09-07,Digboi Pumping Station,Electrical Maintenance,Unsafe Condition,Temporary cable crossing ground-level in pedestrian area without ramp. Cable ramp fitted.,0,None
RPT-2024-0365,2024-07-25,Dibrugarh Drilling,Wellhead Services,Near Miss,Entrance light to pump room not working — torches being used. Light repaired within 4 hours.,0,None
RPT-2024-0090,2024-01-25,Sibsagar Wellhead,Drilling Operations,Incident,Electrical technician was working on a 415V motor control panel without lockout tagout. Panel door was left open with live busbars exposed. A nearby worker accidentally touched an energised conductor and received a severe electric shock. No isolation certificate was in place. Worker was new to the site.,1,Energy Isolation
RPT-2024-0377,2024-05-03,Barauni Pipeline,HSSE Department,Unsafe Act,Housekeeping issue in the tool store — tools not returned to designated racks after shift.,0,None
RPT-2023-0241,2023-12-26,Numaligarh Refinery,Wellhead Services,Unsafe Act,Worker spotted without safety glasses while using angle grinder — no active contact with sparks.,0,None
RPT-2023-0242,2023-07-22,Numaligarh Refinery,Refinery Operations,Near Miss,Slippery patch of water found near canteen entrance. Wet floor sign placed and area mopped.,0,None
RPT-2023-0429,2023-11-07,Duliajan Field,Wellhead Services,Near Miss,Worker observed eating inside the control room — against site hygiene rules. Counselled.,0,None
RPT-2025-0216,2025-06-07,Duliajan Field,HSSE Department,Unsafe Condition,Contractor vehicle observed speeding at 55 km/h in 40 km/h zone. Driver spoken to.,0,None
RPT-2025-0145,2025-06-09,Sibsagar Wellhead,Electrical Maintenance,Unsafe Act,Technician began removing flange bolts on a live 6-inch process line without verifying isolation. Line was still pressurised at 42 bar. Valve isolation had not been completed and LOTO was not applied. Worker narrowly avoided a pressure release when a colleague intervened. Permit to work was present but isolation steps were skipped. The job was being rushed to meet a deadline.,1,Energy Isolation
RPT-2023-0136,2023-05-08,Sibsagar Wellhead,HSSE Department,Near Miss,Technician climbed a 6-metre ladder to access a flare tip without a buddy or fall arrest system. Ladder was not secured at the top. Worker fell 3 metres when the ladder slipped. Supervision was absent at the time.,1,Working at Height
RPT-2024-0018,2024-05-20,Jorhat Well Pad,Drilling Operations,Incident,Welder commenced cutting operations on a pipeline section adjacent to an active flare stack. No hot work permit was issued for the zone. Gas detector readings were not taken before work began. A flash fire occurred when escaping gas ignited from the welding sparks. Worker was new to the site.,1,Hot Work
RPT-2023-0037,2023-07-07,Dibrugarh Drilling,Civil Engineering,Unsafe Act,Welder commenced cutting operations on a pipeline section adjacent to an active flare stack. No hot work permit was issued for the zone. Gas detector readings were not taken before work began. A flash fire occurred when escaping gas ignited from the welding sparks. Supervision was absent at the time.,1,Hot Work
RPT-2023-0174,2023-10-30,Dibrugarh Drilling,Drilling Operations,Incident,Workers stood beneath a suspended pump casing while the crane operator attempted to manoeuvre it into place. No exclusion zone was established. The load swung and struck a worker on the hip. Worker was new to the site.,1,Safe Mechanical Lifting
RPT-2024-0336,2024-06-11,Jorhat Well Pad,Mechanical Maintenance,Unsafe Act,Worker observed eating inside the control room — against site hygiene rules. Counselled.,0,None
RPT-2024-0035,2024-10-31,Jorhat Well Pad,Drilling Operations,Unsafe Condition,"Pipeline isolation valve was found in open position during a hydro-test operation. Zero energy verification was not performed. Pressure surged to 80 bar in a supposedly isolated section, causing a flange gasket to blow out. The job was being rushed to meet a deadline.",1,Energy Isolation
RPT-2024-0298,2024-05-23,Sibsagar Wellhead,Mechanical Maintenance,Near Miss,Static discharge grounding strap missing from tanker loading bay. Replacement sourced.,0,None
RPT-2023-0098,2023-12-25,Barauni Pipeline,Pipeline Maintenance,Near Miss,Fire and gas detector was found to have been inhibited for 72 hours without a formal bypass permit. A gas leak occurred during the inhibited period and was not detected for over 2 hours.,1,Bypassing Safety Controls
RPT-2023-0036,2023-09-12,Barauni Pipeline,Wellhead Services,Near Miss,Rigging crew used a damaged wire sling with a visible kink and broken strands to lift a generator set. The sling failed mid-lift dropping the load onto the crane outrigger. Banksman was not in position.,1,Safe Mechanical Lifting
RPT-2023-0077,2023-11-14,Barauni Pipeline,Wellhead Services,Unsafe Act,A crane wire sling failed while lifting a wellhead valve. The load fell 3 metres and struck a worker who was standing within the exclusion zone. The sling was past its rated inspection date. The job was being rushed to meet a deadline.,1,Line of Fire
RPT-2024-0497,2024-03-24,Sibsagar Wellhead,Mechanical Maintenance,Unsafe Act,Oil spill of approximately 2 litres observed near pump P-101. Absorbent material deployed and cleaned.,0,None
RPT-2025-0263,2025-05-14,Jorhat Well Pad,Drilling Operations,Unsafe Condition,"Worker reported minor cut on index finger from sharp file edge. First aid provided, no LTI.",0,None
RPT-2025-0485,2025-04-18,Digboi Pumping Station,Civil Engineering,Unsafe Act,Entrance light to pump room not working — torches being used. Light repaired within 4 hours.,0,None
RPT-2023-0027,2023-05-12,Sibsagar Wellhead,Refinery Operations,Unsafe Condition,Fire and gas detector was found to have been inhibited for 72 hours without a formal bypass permit. A gas leak occurred during the inhibited period and was not detected for over 2 hours. The area was poorly lit.,1,Bypassing Safety Controls
RPT-2023-0359,2023-02-02,Jorhat Well Pad,Wellhead Services,Unsafe Act,Near miss: toolbox slipped from bench and fell on floor — no one injured.,0,None
RPT-2023-0023,2023-11-02,Barauni Pipeline,Refinery Operations,Unsafe Condition,Maintenance team entered a heat exchanger shell for tube plugging without completing the atmospheric test. Entry was made with an invalid permit. Gas monitor alarm was found to be defective. The job was being rushed to meet a deadline.,1,Confined Space
RPT-2023-0099,2023-09-11,Barauni Pipeline,Drilling Operations,Near Miss,"During scheduled maintenance on a pump, operator started the motor remotely while another worker had hands inside the rotating assembly. No lockout was applied. Worker's fingers were caught in the impeller.",1,Energy Isolation
RPT-2024-0440,2024-10-19,Duliajan Field,Drilling Operations,Near Miss,Slippery patch of water found near canteen entrance. Wet floor sign placed and area mopped.,0,None
RPT-2023-0019,2023-06-13,Digboi Pumping Station,Pipeline Maintenance,Unsafe Condition,Grinding work was performed within 15 metres of an open hydrocarbon drain without a hot work permit. No fire watcher was assigned. A spark ignited a pool of oil on the ground causing a small fire. The job was being rushed to meet a deadline.,1,Hot Work
RPT-2023-0477,2023-01-07,Digboi Pumping Station,Mechanical Maintenance,Near Miss,Drip tray under sampling point full — oil beginning to overflow. Emptied and disposal arranged.,0,None
RPT-2023-0223,2023-04-04,Barauni Pipeline,Electrical Maintenance,Unsafe Condition,"Worker tripped on threshold at workshop entrance. Minor bruising, no lost time. Area marked.",0,None
RPT-2025-0178,2025-03-18,Sibsagar Wellhead,Drilling Operations,Near Miss,"During scheduled maintenance on a pump, operator started the motor remotely while another worker had hands inside the rotating assembly. No lockout was applied. Worker's fingers were caught in the impeller. Shift handover had just occurred.",1,Energy Isolation
RPT-2024-0358,2024-06-20,Digboi Pumping Station,Refinery Operations,Near Miss,Cable drum tripping hazard observed near transformer yard. Cable routed and secured.,0,None
RPT-2024-0312,2024-09-18,Dibrugarh Drilling,Civil Engineering,Unsafe Act,Minor oil stain on walkway near compressor shed. Area barricaded and cleaned.,0,None
RPT-2023-0388,2023-07-09,Numaligarh Refinery,Civil Engineering,Unsafe Act,Cable drum tripping hazard observed near transformer yard. Cable routed and secured.,0,None
RPT-2024-0088,2024-02-29,Digboi Pumping Station,Mechanical Maintenance,Near Miss,"Worker was standing in the line of fire while a hydraulic hose was being pressurised. The hose connection failed at 120 bar, ejecting the fitting at high velocity past the worker's face. No exclusion zone had been established.",1,Line of Fire
RPT-2025-0434,2025-02-18,Guwahati Terminal,Wellhead Services,Unsafe Act,Calibration sticker found expired on pressure gauge PG-214. Instrument sent for calibration.,0,None
RPT-2023-0416,2023-08-11,Duliajan Field,Refinery Operations,Unsafe Condition,Office ergonomics issue — monitor at incorrect height causing neck strain. Adjusted.,0,None
RPT-2025-0482,2025-04-16,Digboi Pumping Station,Mechanical Maintenance,Unsafe Act,Vehicle check-list not signed by driver before departure. Driver reminded of pre-trip inspection requirement.,0,None
RPT-2024-0114,2024-05-02,Sibsagar Wellhead,Civil Engineering,Near Miss,A crane wire sling failed while lifting a wellhead valve. The load fell 3 metres and struck a worker who was standing within the exclusion zone. The sling was past its rated inspection date. The job was being rushed to meet a deadline.,1,Line of Fire
RPT-2023-0175,2023-01-09,Duliajan Field,Civil Engineering,Incident,"Electrical team started de-cabling a switchgear without a work permit. No JSA was conducted. An energised cable was cut, causing an arc flash and injuring the electrician's eyes. Shift handover had just occurred.",1,Work Authorisation
RPT-2024-0133,2024-12-04,Barauni Pipeline,HSSE Department,Near Miss,Truck driver was using a mobile phone while driving a heavy goods vehicle on a narrow field road. Vehicle crossed the centreline and collided head-on with an oncoming field truck.,1,Driving
RPT-2023-0384,2023-10-07,Barauni Pipeline,Pipeline Maintenance,Unsafe Act,Safety briefing board in drilling contractor camp had wrong emergency contact numbers. Corrected.,0,None
RPT-2024-0152,2024-04-12,Numaligarh Refinery,Electrical Maintenance,Unsafe Act,Driver reversed a loaded tanker truck without a banksman in a congested yard. Reversing camera was defective. The truck reversed into a worker standing behind the vehicle. The area was poorly lit.,1,Driving
RPT-2024-0034,2024-03-17,Guwahati Terminal,Electrical Maintenance,Unsafe Condition,Maintenance team entered a heat exchanger shell for tube plugging without completing the atmospheric test. Entry was made with an invalid permit. Gas monitor alarm was found to be defective. The job was being rushed to meet a deadline.,1,Confined Space
RPT-2023-0020,2023-09-15,Duliajan Field,Pipeline Maintenance,Near Miss,Truck driver was using a mobile phone while driving a heavy goods vehicle on a narrow field road. Vehicle crossed the centreline and collided head-on with an oncoming field truck. Worker was new to the site.,1,Driving
RPT-2025-0430,2025-02-03,Sibsagar Wellhead,Wellhead Services,Unsafe Condition,Portable ladder found stored horizontally on the ground instead of secured vertical rack.,0,None
RPT-2023-0055,2023-04-05,Digboi Pumping Station,HSSE Department,Unsafe Act,Worker climbed to the top of a 12-metre storage tank to inspect vent valves without wearing a safety harness. There were no guardrails on the tank roof. Wind speed was 35 km/h. Worker lost footing and was saved by another worker grabbing his arm.,1,Working at Height
RPT-2023-0260,2023-04-06,Digboi Pumping Station,Mechanical Maintenance,Unsafe Act,Entrance light to pump room not working — torches being used. Light repaired within 4 hours.,0,None
RPT-2024-0269,2024-03-27,Sibsagar Wellhead,HSSE Department,Near Miss,Grease found on floor near lathe in maintenance workshop. Cleaned and root cause: lubrication over-applied.,0,None
RPT-2024-0469,2024-07-24,Digboi Pumping Station,Pipeline Maintenance,Unsafe Act,Contractor vehicle observed speeding at 55 km/h in 40 km/h zone. Driver spoken to.,0,None
RPT-2025-0289,2025-03-01,Guwahati Terminal,Refinery Operations,Unsafe Act,Portable extinguisher inspection tag overdue by 3 days. Inspected and tagged.,0,None
RPT-2023-0457,2023-03-20,Dibrugarh Drilling,Refinery Operations,Unsafe Condition,Vehicle check-list not signed by driver before departure. Driver reminded of pre-trip inspection requirement.,0,None
RPT-2024-0480,2024-05-05,Guwahati Terminal,Refinery Operations,Incident,Near miss: toolbox slipped from bench and fell on floor — no one injured.,0,None
RPT-2025-0428,2025-01-11,Barauni Pipeline,Civil Engineering,Unsafe Act,"Worker tripped on threshold at workshop entrance. Minor bruising, no lost time. Area marked.",0,None
RPT-2025-0194,2025-05-18,Sibsagar Wellhead,Pipeline Maintenance,Near Miss,A 20kg tool bag was dropped from a scaffolding platform at 8 metres height while handing over tools. A worker below was struck on the shoulder despite a hard-hat area being declared. No tool tethering or toe-boards were installed on the platform.,1,Line of Fire
RPT-2024-0327,2024-05-29,Numaligarh Refinery,Refinery Operations,Unsafe Act,"Worker reported minor cut on index finger from sharp file edge. First aid provided, no LTI.",0,None
RPT-2024-0186,2024-09-16,Barauni Pipeline,Pipeline Maintenance,Near Miss,Safety guard on a rotating coupling was removed to allow a running check and not replaced. Worker's sleeve caught on the exposed shaft causing a degloving injury. Shift handover had just occurred.,1,Bypassing Safety Controls
RPT-2024-0079,2024-12-14,Digboi Pumping Station,Civil Engineering,Unsafe Condition,A 20kg tool bag was dropped from a scaffolding platform at 8 metres height while handing over tools. A worker below was struck on the shoulder despite a hard-hat area being declared. No tool tethering or toe-boards were installed on the platform. The job was being rushed to meet a deadline.,1,Line of Fire
RPT-2024-0432,2024-04-22,Guwahati Terminal,HSSE Department,Unsafe Act,Grease found on floor near lathe in maintenance workshop. Cleaned and root cause: lubrication over-applied.,0,None
RPT-2023-0487,2023-03-17,Sibsagar Wellhead,Civil Engineering,Unsafe Condition,Portable extinguisher inspection tag overdue by 3 days. Inspected and tagged.,0,None
RPT-2025-0014,2025-04-21,Duliajan Field,Mechanical Maintenance,Unsafe Condition,"Pipeline isolation valve was found in open position during a hydro-test operation. Zero energy verification was not performed. Pressure surged to 80 bar in a supposedly isolated section, causing a flange gasket to blow out. The area was poorly lit.",1,Energy Isolation
RPT-2025-0380,2025-05-06,Digboi Pumping Station,Civil Engineering,Unsafe Act,Office ergonomics issue — monitor at incorrect height causing neck strain. Adjusted.,0,None
RPT-2023-0465,2023-10-02,Numaligarh Refinery,Electrical Maintenance,Unsafe Condition,Emergency eye wash station found blocked by stored materials. Cleared immediately.,0,None
RPT-2025-0297,2025-01-31,Sibsagar Wellhead,Electrical Maintenance,Unsafe Act,First aid box in workshop found to have expired bandages. Restocked.,0,None
RPT-2023-0171,2023-03-17,Sibsagar Wellhead,Mechanical Maintenance,Incident,Fire and gas detector was found to have been inhibited for 72 hours without a formal bypass permit. A gas leak occurred during the inhibited period and was not detected for over 2 hours. The area was poorly lit.,1,Bypassing Safety Controls
RPT-2025-0403,2025-02-02,Barauni Pipeline,Pipeline Maintenance,Unsafe Act,Contractor vehicle observed speeding at 55 km/h in 40 km/h zone. Driver spoken to.,0,None
RPT-2024-0357,2024-08-14,Barauni Pipeline,Drilling Operations,Unsafe Condition,Safety notice board in accommodation camp found to have outdated evacuation map. Updated.,0,None
RPT-2025-0310,2025-01-23,Numaligarh Refinery,Civil Engineering,Unsafe Condition,Low tyre pressure observed on field vehicle FV-047. Tyre inflated to specification.,0,None
RPT-2023-0093,2023-06-19,Sibsagar Wellhead,Refinery Operations,Incident,"Electrical team started de-cabling a switchgear without a work permit. No JSA was conducted. An energised cable was cut, causing an arc flash and injuring the electrician's eyes. The job was being rushed to meet a deadline.",1,Work Authorisation
RPT-2023-0392,2023-11-11,Numaligarh Refinery,Electrical Maintenance,Unsafe Condition,Entrance light to pump room not working — torches being used. Light repaired within 4 hours.,0,None
RPT-2025-0268,2025-05-05,Barauni Pipeline,Mechanical Maintenance,Unsafe Condition,Vehicle check-list not signed by driver before departure. Driver reminded of pre-trip inspection requirement.,0,None
RPT-2024-0419,2024-07-24,Numaligarh Refinery,Electrical Maintenance,Unsafe Condition,Housekeeping issue in the tool store — tools not returned to designated racks after shift.,0,None
RPT-2024-0343,2024-09-03,Sibsagar Wellhead,HSSE Department,Unsafe Condition,Fire exit sign lamp found to be non-functional in Block C. Maintenance work order raised.,0,None
RPT-2025-0239,2025-06-10,Dibrugarh Drilling,Mechanical Maintenance,Unsafe Act,Safety notice board in accommodation camp found to have outdated evacuation map. Updated.,0,None
RPT-2023-0224,2023-06-11,Guwahati Terminal,HSSE Department,Unsafe Condition,Vehicle check-list not signed by driver before departure. Driver reminded of pre-trip inspection requirement.,0,None
RPT-2023-0041,2023-09-29,Sibsagar Wellhead,HSSE Department,Unsafe Condition,Technician began removing flange bolts on a live 6-inch process line without verifying isolation. Line was still pressurised at 42 bar. Valve isolation had not been completed and LOTO was not applied. Worker narrowly avoided a pressure release when a colleague intervened. Permit to work was present but isolation steps were skipped. Supervision was absent at the time.,1,Energy Isolation
RPT-2024-0155,2024-08-16,Sibsagar Wellhead,Refinery Operations,Unsafe Condition,"Workers were removing corrugated roofing sheets on an elevated processing shed. No harnesses, no edge protection, and no safety net. One worker stepped on a fragile sheet and fell through to the floor below. Worker was new to the site.",1,Working at Height
RPT-2023-0309,2023-11-18,Dibrugarh Drilling,Wellhead Services,Incident,Worker observed not wearing hi-vis vest in a designated PPE zone. Verbal warning issued.,0,None
RPT-2024-0104,2024-09-06,Jorhat Well Pad,Drilling Operations,Unsafe Condition,"Workers were removing corrugated roofing sheets on an elevated processing shed. No harnesses, no edge protection, and no safety net. One worker stepped on a fragile sheet and fell through to the floor below. The job was being rushed to meet a deadline.",1,Working at Height
RPT-2024-0360,2024-03-04,Numaligarh Refinery,Electrical Maintenance,Unsafe Condition,Calibration sticker found expired on pressure gauge PG-214. Instrument sent for calibration.,0,None
RPT-2025-0001,2025-01-29,Dibrugarh Drilling,Wellhead Services,Unsafe Act,"Worker entered a confined drain sump to retrieve a tool. No permit was obtained, no standby man assigned, and no gas test was carried out. Worker lost consciousness due to oxygen deficiency inside.",1,Confined Space
RPT-2024-0234,2024-03-22,Duliajan Field,Civil Engineering,Near Miss,Near miss: toolbox slipped from bench and fell on floor — no one injured.,0,None
RPT-2023-0411,2023-09-11,Sibsagar Wellhead,Mechanical Maintenance,Unsafe Act,Drinking water container near wellhead pad found without lid. Replaced with lidded container.,0,None
RPT-2025-0081,2025-04-03,Sibsagar Wellhead,Drilling Operations,Near Miss,"During pig launching from a pipeline, a worker stood directly in front of the launcher barrel. The pig was ejected unexpectedly due to a valve sequencing error, narrowly missing the worker. The area was poorly lit.",1,Line of Fire
RPT-2023-0064,2023-07-24,Sibsagar Wellhead,Mechanical Maintenance,Unsafe Condition,Driver reversed a loaded tanker truck without a banksman in a congested yard. Reversing camera was defective. The truck reversed into a worker standing behind the vehicle. The area was poorly lit.,1,Driving
RPT-2024-0009,2024-11-08,Barauni Pipeline,HSSE Department,Incident,Worker entered a crude oil storage tank for inspection without conducting atmospheric testing. H2S concentration inside was later measured at 45 ppm — well above the IDLH of 10 ppm. No standby man was present and rescue equipment was not available at the entry point.,1,Confined Space
RPT-2023-0236,2023-10-24,Jorhat Well Pad,Electrical Maintenance,Unsafe Act,Near miss: toolbox slipped from bench and fell on floor — no one injured.,0,None
RPT-2023-0051,2023-06-11,Sibsagar Wellhead,HSSE Department,Near Miss,Lifting operation was performed without a valid lifting plan or pre-lift inspection of rigging gear. The shackle pin was found to be unscrewed partway through the lift. Load dropped 2 metres. Shift handover had just occurred.,1,Safe Mechanical Lifting
RPT-2025-0024,2025-03-08,Duliajan Field,Mechanical Maintenance,Near Miss,Welding on a wellhead Christmas tree was started before completing the mandatory gas test. Flammable vapours were present from a leaking valve. An explosion occurred injuring two workers. Worker was new to the site.,1,Hot Work
RPT-2025-0025,2025-06-18,Dibrugarh Drilling,Wellhead Services,Unsafe Act,"Worker entered a confined drain sump to retrieve a tool. No permit was obtained, no standby man assigned, and no gas test was carried out. Worker lost consciousness due to oxygen deficiency inside. Shift handover had just occurred.",1,Confined Space
